score,userName,review
5,^Gamer^Bear^,"Capcut offers so many different effects and filters to choose from. It is a free app with no adds. CapCut is great for starters or even pros! It gives you the awesome experience of a true editor, it’s highly recommended.    Will you be the next to download?  Dear owner of CapCut, I would like to tell you an idea that I have for a effect. So the effect would basically be like a zooming in effect. There will be 5-20 pictures on a screen that the editor will pick the background color of. They can pick 5-20 photos out of their albums and then place them on the screen. They will look like little pictures that you would take out of a polaroid camera. Then once their music hits the beat drop then the zoom comes in. It will automatically zoom in to a random photo that the editor has chosen. Then their will be some shakes or  other effects that will be given to make the edit look good. And the. It will zoom out of the picture and then zoom into another. This will happen 2-3 times. And yeah, that’s my idea thanks for your time!"
4,TheF0xL0ver,"When I heard about CapCut, I was so amazed by it I wanted to download it right away. And when I did, it was amazing! It has great features, such as animations, stickers, and even adding your own fonts from downloaded files! And I’m in love with the new graph setting for key points! Except, that’s what has been glitching lately. I was working on an edit when I needed to use key points for an overlay. I made the key points, no problems yet, until I added the graphs. When I selected one, the second key point reset all the adjustments I made to the overlay. The chroma key and movements went back to its original state. The first key point remained the same though. At first I thought it was only a minor glitch, but when I clicked undo and tried again, the same thing happened. I tried undoing the key point, adding the overlay again, I even exported the edit and made a new project to try again, but nothing worked. CapCut has lagged in the past, but that’s only because there were a ton of effects or overlays. This is a real problem. Overall, great app, but frustrating glitches."
5,lakadased,So I download capcutToday and there’s no problem with this so far but I just wish that you could be able to search up the music because I feel like some of the songs on there aren’t what I’m looking for for the video that I making for Tiktok or for YouTubeAnd I don’t really like switching through other apps to add the certain type of music that I want or just have to go and TikTok and screen record and then like at the music from the video so I just wish that you could make an option where you can search up whatever song that she whines that I have an added on other platforms and even though you can do Apple Music I don’t have Apple Music so I just feel like that you should have the option to be able to search up the song instead of having to pick whatever songs are on there even though don’t give me wrong the songs are not bad they are very good but I just wish that I could listen to some songs with lyrics and something that is more me so I hope you see this and I hope I enjoy this app even more.
5,.Afton Fan.,"I think this is a great app, it’s really fun with all the things that it has. I just think that it’s just a really great editing app 100% free for all the effects & watermark and I also have a few suggestions which is that maybe you could try to add different languages for people that don’t speak or understand English, yet I don’t know if your working on that feature and I think would you maybe add some more option to have like a in & out & combo together for the I really forgot the name - but I think you could maybe add some more options for the texts like maybe a out animation and combos, again I don’t know if this is already a feature, but I’ve seen adds for the app and they don’t lie about the features and things and I think it’s really cool how you can change the speed of the video in your own way and how the app has so maybe features. I just think it’s also really easy to use and understand how to use the app so I suggest some of the things I listed to be addded to the app thank you for reading!. - .Afton Fan."
4,danfanderp,"OK, so first of all, it works beautifully! I dislike the fact that sometimes it kicks you out of the app but that might just be my phone. Also with all the people saying that you can't upload videos over fifteen minutes long, have you ever heard of ""Video merging""??? Also I found that if there is something like a background or something like that you can use iMovie for an easier upload (Might just be me but it kept crashing). I also use iMovie for videos over fifteen minutes long so they can be, over fifteen minutes long (XD). But I do have a suggestion with the app creators:  Could you please put in an option to start a template without having a video? It would be a lot easier to record straight from the app then having to do the process of recording, then uploading, then cropping everything and all that jazz. It's just so much easier to record straight from the app! But in total, if it wasn't for the recording thing I give it a solid 4/5 stars.   (By the way if a developer reads this and puts in thanks so much!)"
5,dijwjsmxmalallaow,"CapCut is an AMAZING editing app for new beginner editors, people don’t see it as an editing app but it is when you get to see more of the like transitions, effects etc. there’s so many things you can do with this app though there are presets you can use those presets and combine them with other presets.   Now my suggestions. I think if there were graphs and making your own transitions would be AMAZING, maybe if there were also motion blur in effects or like mirror like titles in alight motion it would be great and maybe even pass alight motion, and lastly maybe you could add like titles for your project incase you are deleting projects (for storage) so you don’t delete something you don’t want to delete.   This app is already amazing so if you’re a beginner editor you should use CapCut it’s amazing it has great transitions, effects etc more things than alight motion has but alight motion is still advance with the graphs etc. So you should start with CapCut honestly before using any other big editing apps like alight motion or AE."
4,3lena9anuel,"CapCut is great, but there are some down hills on it, so CapCut i'd  appreciate if you'd read this and take in some suggestions of what to add to your app. not only will these suggestions hopefully boost your ratings and downloads but could also help the improvement of editing and of course better quality! 1: smoother slow-mo. i will admit the slow-mo is pretty bad. its laggy and just not very good. 2: graphs, OMG i swear CapCut, graphs would be SOO helpful! not only for premade animations but for keyframes and overlays! it would help make animation smoother and fit with the kind of theme people are trying to do, and over all easier. 3: this one isnt very important, but being able to add overlays more than once at a time. if someone is planning on adding quite a few overlays to their videos its frustrating having to add them one at a time. 4: the abilty to add splice to text without having to make a video and overlay to your other one!   anyways these were just suggestions, but i do know many people agree with me so CapCut, please add these things! minus that this app is really good!"
5,Verxon,"this app is really cool! It has like things I can do whenever I’m bored sometimes, it’s okay just I think one part that gets me questioning myself is the part where every time I like add animations for each video then add to the others I go back to the start of the edit and see the animation doesn’t play so I usually repeat it but that’s okay! Just questioned myself about that nothing wrong, and I also love it how when you add auto captions like say for example you add a video with muffled words and you don’t understand a little so you add the auto caption it’s like this whole or the whole system just has like big ears or something cause it’s like awesome. To me it’s like really extraordinary because I have never done this before and now I started to use this app it’s like really different for me, because I used to be a lazy person and just use templates but when really I wanted to do more like experience more so when I did that I just couldn’t believe it, it was just amazing 🤩 💖💪😎 (and yes I am 7 and kid so I wrote this)"
5,6371826256181947,Love app but I have a few suggestions first the slow speed   try to make it look good it’s glitchy and overall I don’t like it second better quality to make edit look nice and clean like if it were a edit of a person make good quality so it doesn’t look like it is blurry 3rd of all the affects some things you can add is different blurry into focus and when it is blurry maybe make it look cool like add shapes 4th add a update where it flashes on the beat or color 5th suggestion the transitions make good looking ones that are smooth6th maybe there gonna be an option where you can select certain parts of the edit such as if you were doing a edit of a person you can select a place where are you either want to flash black or white or rainbow6th all the fonts on the app don’t look nice maybe have nice looking ones that will make edits look different fonts would be nice. Hope you take my suggestions into consideration love the app and hope to see more updates
5,dreamPandaJupiter376,Okay to be honest (tbh) this is the best app I have on my phone rn so I recommend it and here are reasons why to download it just in case you don’t know for sure.1# you can learn how to use all the tools in one minute okay so when I first got this app I edited Rick Astley never gonna give you up and I learned the tools in one minute but it felt like 1 second and I still have it today 😂 2# no offense Kinemaster but this is better than KineMaster but this is my opinion if you use kinemaster and like it better than it’s okay  3# If your a beginner than this app is for you   And that’s all know I have some suggestions idk if you have this one because I been using this app for 10 months but can we add a loop like on you have a video and they restart it without you knowing and if you have it then please tell me how idk if you do so that’s just a suggestion ty for reading this review pls put my suggestion in the game ty so much making a app that beginners  pros  hackers can use ty                From : Jupiter
5,Tanner Ω,"So if you’ve seen the ads for this app, you’re probably like “they’re just saying that, it’s not that easy” but no, it really is! CapCut is definitely the easiest editing software I’ve used and you probably don’t need a tutorial for how to use it because of how simple it is! In just a few minutes you’ll be making unbelievable edits you didn’t think you could make, it’s really just the best app for editing if you’re just starting out, looking for something simpler, or anything else! Of course it has its flaws, like when you’re selecting an animation it’ll lag a bit until you select the animation which is a little annoying because if you don’t like it you have to deselect the animation tool, but doesn’t really affect the quality or anything, and sometimes it’s hard to time things right when it tries to put it in place for you, but overall just an amazing app! I’ve made such amazing edits with this app, I can’t believe how well they turned out and how easy it was to make them."
3,Vivi🥺😂😄😜😎,I download this app with my friend told me that it was great editing out for my channel when I first download the app I loved it so much I started immediately working on the intro for my channel but I had started to have some problems and it was my bedtime so I went to bed in the next morning it wasn’t letting me go into it wasn’t letting me go into what I was editing so I deleted many of my apps so I could continue using this one app because it said not enough storage and I wasted so many apps for it to not even let me in so I think it’s like a bug or some thing I think you guys should make it so some people look at it can get in I don’t know if this is like for everyone it’s just me and I don’t know if it’s on my end or your end so if it’s on my end please let me know also when I deleted the app to see if I could re-open the app and I could use it again to continue to start over with the editing it wouldn’t let me download it I’m pretty sure that part is on my end but I just wanted to say it that game is really really good though it’s not a game it’s an editing app but I love it so much
4,unicorn cool cake,First of all the app is wonderful for editing stuff you can do so many things with it and you can upload it to TikTok so anything you create you can post on TickTock which I find amazing and helpful. But the first thing I would have to suggest is an eraser because every time I go on TickTock and like screenshot or something or some thing is in the way and then I can’t use it because there isn’t an eraser and then every time I go on different apps to see if they have an a racer they do but it’s only if you pay like $30 a month and I’m not gonna do that that’s way too expensive just for me to use an eraser. So please add an eraser and the second thing I want to add is please try to add some handmade videos like you could add like aesthetic clips or like some Gothic clips or like some stuff to make your stuff look a little bit better you don’t have to I know it takes a long time for you to read some suggestions and do it but for future notice please try to think about these suggestions
3,Xococo,It’s an OK app and for video editing it’s pretty reliable but if you try and use their templates they tend to get corrupted and turn black and stop working also if you try and select photos after you select one it will take you back to the top and if you’ve selected a certain folder it’ll take you out of that folder but it doesn’t do that with videos. So adding videos to edit is really easy but if you want to add photos it’s going to take a lot of time or you need to go into your Photos app and favorite all of them first and then try and open them one by one from the favorite album but it still sends you to the top after each selection so it’s very tedious and time-consuming. I originally used InShot for all my video editing and then switched over to CapCut after learning about it on Tiktok but I think I’ll switch back to InShot now. Essentially they feel like they do the same things but InShot never fails me or glitches while CapCut glitches often. Also I’ve never had an issue saving a large file from InShot but I have had several issues saving large files from CapCut.
5,iiMyra,"Ok, I gotta say even tho I’m 11 I have never found any other better editing app than CapCut. It’s so good in so many ways. Like you could go to any other editing app and it would have a watermark and it would make you pay for extra transitions, filters, etc, and you could just say it wasn’t even that good. CapCut however, haha I cant even explain how helpful it has been! I suppose one thing I could suggest is making more of like you know transitions like shaking ones and bouncing ones because personally I use this app to edit my roblox tiktoks. Otherwise it has so many different things to choose from like filters, texts, you can even crop the video size! How amazing now I don’t even need my other apps because I have an iPhone 6. It also allows you to save videos up to however long which is so useful because I used another app and you couldn’t even save it if it was over 15 or 30 seconds! Can you believe that?!? Anyways thank you so much CapCut this app is amazing!! <3"
3,Needs some tips!,"This app is amazing. But the actual app size changed my phone. Storage on my phone was so bad I had to delete it and now my storage is way better. Although this app is absolutely amazing and helps me edit my other things, I do think the sizing is a little bit too much. I’m not a good expert at knowing how to change things, but if it could be changed I would like the app size to be a little different. This is pretty cool but I never knew how to use the green screen also. I never saw it anywhere but I’ve seen so many people use the green screen effect on cap cut. If that could be changed everything would be awesome because I’ve been looking for the green screen button for so long. I’ve been using this app for months now and I do think that I’m getting the hang of it. It is a little confusing which I wish that could change but I mean, it’s an editing app it takes practice. Anyways overall the only reason why I think it’s a three is because it is a little confusing to do and the size is really bad. But I do think this app is very helpful."
5,Ja'Seanna,"Im giving this app a 5 star i  didnt checked the app out at first i was just scamming though it , it have everything i was looking for in one . All the other apps  had only one particular thing i was looking for and then i had to download more & more apps just to make make my videos complete and successful , but this app it have everything in one . I havent made a full video yet but for all the people that says the app cant go over 15mins , not calling you out or anything but if you think wisely and smart you would come up with a thing “make the video til were it stops , then create a whole nother video were you left off , then add them both together.” I havent tried this idea on my own yet but i have a little faith that its gonna work because they literally blessed me with this app and it dont have “capcut” on the side of it to let people know what you edit your videos with . I dont know about the other people having problems with it but me myself is A-ok! 🙃💕💕."
4,Yaldemar,"Ive been using capcut for most of my content on tiktok, its an amazing app to use, its free, convenient, has no ads, and its not so complicated to use. Theres only one big issue at the moment. I have no idea if people are going through this or its just me but ive been experiencing some glitches related to the app. When i try to zoom in, it’ll constantly reset from where I previously was, and when i try cropping it to another place on my video or photo it’ll do the exact same thing. Ive also tried putting video over another to add effects to my video, but the video seems invisible for some reason, and instead of playing the video without sound when scrolling through the bar, it’ll just cut into frames and make it impossible for me to time things correctly. Again, i have no idea if other users are facing this but please i beg you to fix this. Its starting to turn my 1-2 hours pf editing to 3-4, its driving me NUTS; but overall i really enjoy using this app!"
4,STRANGER034,"So I like this app and have no problem in it. I recommend this app for content creators. And it has the features that make my videos twice as more entertaining. And I recommend this app because it’s better than kienmaster and other editing app I’ve used and less complex. Although, there are two issues, when I often export my videos, (reminder that this happened yesterday and today) I wait so long for it to finally export just to have the exporting process fail. Not only the slow exporting is an issue but it says that my storage is too much and I thought my storage was the case. And I started deleting unwanted apps to save storage to only experience the same issue AGAIN. I have has less GB of storage yet it asks me to try again or whatever. All I know is that this issue never seemed to happen to me when I used the app the day before yesterday please fix the exporting issue. I would rate it 5/5 if you could. And if it’s not CapCut or my GB of storage, let me know."
5,GamergirlXxxxd,"So I’ve used CapCut since 2020, and I’ve always loved it.  One thing is the slow mo, especially when trying to edit an animation. It could be smoother, but that’s not something that makes the app horrible. Actually, nothing about the app is bad! But I have two recommendations for it. Could you add a twixor like affect? It may be difficult, but that would make the app much better. One more thing, I don’t think you know this but, if I use copyright © audio, you won’t get the fine, so I think you should add “ good “ audios because these ones are just non copyrighted material. You could at-least add anime or Japanese songs, but I’m not complaining, because I usually just use extracted.  Also, can you make it so I can edit how much I use the voice affect? I would like to make two voices go together for something, but the deep voice affect is too much, so could you let us adjust how much we use thee? Besides my greedy recommendations, this app is lovely!"
4,Goood2121,"So this is an amazing app! It has great transitions animations and filters, and i LOVE how there is no watermark! But some things are messing up.  	Once i was making an edit and when it has the finishing CapCut watermark clip, i added a heart where it says to add a text. Now, i started making an edit and the heart text wont go away. (The two edits are completely different.) Now when i try to play my edit, there is a <3 in the middle of my clips. I cant make it go away and i have no idea whats happening. I even tried to change the text but thats not working either, the heart is permanent. Thats the only downside about mine.  	But, you know after effects right? Well, I’m on a mobile device so i dont have after effects. But, when you add key frames on after effects, you can do a graph as-well the graphs make the key frame animations much much smoother. (I know this by watching ae/after effects edits). Is it possible if CapCut can do the graph aswell? Its ok if its not possible. Thank you!"
5,𝕢𝕨𝕢,"When I first started video editing, this was the second app I stumbled across, and I haven’t switched since. I almost immediately understood the controls and began making edits. The effects are all amazing, (shakes, transitions, video effects,  animations, etc.) but could be more advanced. While you can export a video after having used one animation then add another in a different project, that is extremely tedious. All I’m asking for is smoother, more professional looking animations (mainly shake animations that don’t look choppy 😭) Still, I have nothing against this app and highly recommend it. The only problem I’ve had is with the smooth slow motion effect making weird, green frames within the video clip your trying to apply the effect to. Otherwise, everything works amazingly. It always blows me away to see what people can create in this app, and what continues to be added. I won’t switch editing softwares for a LONG time. ❤️"
5,Xx_Sinnxr_xX,"First let me clear this up. I’ve seen a lot of reviews saying “CapCut supports the Ukrainian and Russian war because they took away CapCut in Ukrainian!!!!!” Well how do you know the owner supports it?!?! You have to consider stuff. Like how would they be able to use the app right now anyway they are in the middle of war!   And also what if there’s a bug or something in Ukrainian and they can’t use the app. Second I’ve seen a lot of things saying “it’s not synced” or what so ever but this is not a put in a photo and be done with it app though it’s very easy to use. It’s a great app and one of the best and easiest editing apps I’ve seen. It’s free though there is a premium. But you can use it without the premium! I definitely recommend this app! If you just get it and need help, there’s loads of tutorials out there to help you! This is a great app! Thank you for reading this, I hope it helps! Have a great day/night! Bye!"
4,Dopeplayer42,"Honestly, I love CapCut. It is so simple and easy to use. I don’t have to pay for anything. Although, I have seem some problems lately. First of all, we do not need this many fonts. Half the time some of them don’t even work. If you’re going to continue to add more, please add a “favorites” section for the text. It would be really useful because I only have two major fonts I use so scrolling through, trying to find them, gets annoying. Also, if I am working on a edit and I mute the sound for The whole thing, I USED to be able to change the volume on other clips. For some reason I can’t do that know? It’s really annoying having to go through ALL the clips and mute them just because I needed one to have sound. It would be really nice if you could stop adding so many texts and features to the app. It’s supposed to be simple and the more and more stuff you add, the more complicated it will become. I really do love this app, but it does need some changes."
4,ostrich bakers,"First of all, CapCut is a great app for beginners and it’s easy once you get used to it though I’ve been using CapCut for a while and I can’t help but want more. Also there is a problem with the storage, if you make a video on CapCut and save it, you can find out that CapCut itself actually is the cause of full storage, not the video itself, but I have found some solutions, use less effects and add ones so you can have less storage it’ll take, but if you really wanna use a lot, delete it off CapCut after saving it so you can only access it in your video album, this prevents most to all the storage that one video will take up, but the problem with that is, if you notice a mistake while watching it, you can’t go back. It’s not easy to edit on top of it so you’ll have to live with it. I get annoyed by this but I need to save storage to make more videos. I hope you understand. Pls fix it.🌼🌸🌵"
